CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10901,1444.365154,0.72727,780.14,69.90,710.24,3573.49,0.41667,0.08333,0.25000,0.25000,6,5,9000.00,6123.11,430.21,0.28571,12
C10902,2767.545277,1.00000,3480.24,2767.28,712.96,0.00,1.00000,1.00000,0.66667,0.00000,0,60,12500.00,4062.45,1082.20,0.00000,12
C10903,1382.310939,1.00000,0.00,0.00,0.00,189.62,0.00000,0.00000,0.00000,0.50000,6,0,1500.00,381.09,462.72,0.00000,12
C10904,716.017731,1.00000,0.00,0.00,0.00,3943.87,0.00000,0.00000,0.00000,0.16667,4,0,12000.00,232.14,267.04,0.00000,12
C10905,1890.397414,1.00000,2493.67,358.00,2135.67,0.00,1.00000,0.08333,1.00000,0.00000,0,26,3000.00,916.29,494.46,0.00000,12
C10906,1948.434315,1.00000,324.30,324.30,0.00,1468.08,0.16667,0.16667,0.00000,0.16667,4,4,5000.00,0.00,,0.00000,12
C10907,44.910575,1.00000,444.96,0.00,444.96,0.00,1.00000,0.00000,1.00000,0.00000,0,12,3000.00,426.88,170.61,1.00000,12
C10908,802.274379,0.63636,150.00,0.00,150.00,3714.01,0.25000,0.00000,0.25000,0.16667,2,3,6000.00,0.00,,0.00000,12
C10909,6059.861762,1.00000,250.32,250.32,0.00,4447.64,0.08333,0.08333,0.00000,0.66667,10,1,7000.00,0.00,,0.00000,12
C10910,847.013195,0.83333,0.00,0.00,0.00,1159.45,0.00000,0.00000,0.00000,0.33333,5,0,1200.00,101.66,196.26,0.00000,6
C10911,1843.308668,1.00000,89.66,89.66,0.00,126.16,0.20000,0.20000,0.00000,0.60000,6,5,2000.00,375.88,397.76,0.00000,10
C10912,21.681508,1.00000,299.04,0.00,299.04,0.00,1.00000,0.00000,1.00000,0.00000,0,12,7500.00,320.62,188.37,0.91667,12
C10913,3558.685862,1.00000,1036.19,1036.19,0.00,3270.55,0.25000,0.25000,0.00000,0.50000,11,6,7300.00,1616.61,1100.98,0.00000,12
C10914,14581.459140,1.00000,0.00,0.00,0.00,22665.78,0.00000,0.00000,0.00000,0.83333,30,0,18500.00,20941.33,5433.76,0.00000,12
C10915,902.099225,0.81818,5080.85,4674.21,406.64,0.00,0.41667,0.33333,0.25000,0.00000,0,12,8000.00,177.88,258.72,0.00000,12
C10916,1081.065726,1.00000,554.85,262.40,292.45,952.42,0.50000,0.25000,0.33333,0.16667,8,20,2100.00,1898.83,382.72,0.00000,12
C10917,9255.143419,1.00000,5153.28,3352.28,1801.00,0.00,1.00000,0.58333,1.00000,0.00000,0,105,11500.00,4872.82,9642.50,0.00000,12
C10918,228.909884,1.00000,2617.85,2426.43,191.42,0.00,1.00000,0.91667,0.41667,0.00000,0,35,1800.00,1774.32,143.21,0.70000,12
C10919,1486.051056,1.00000,716.98,217.06,499.92,273.53,1.00000,0.25000,1.00000,0.08333,1,17,1600.00,1477.15,1306.47,0.00000,12
C10920,337.317432,1.00000,4193.91,3076.01,1117.90,0.00,1.00000,1.00000,0.58333,0.00000,0,27,3000.00,3690.90,210.04,1.00000,12
C10921,2643.392250,1.00000,965.84,737.79,228.05,0.00,1.00000,0.75000,0.66667,0.00000,0,33,4300.00,771.30,627.39,0.00000,12
C10922,4007.029155,1.00000,7597.09,6761.29,835.80,0.00,1.00000,1.00000,0.33333,0.00000,0,22,6500.00,0.00,,0.00000,12
C10923,128.375213,0.72727,0.00,0.00,0.00,1897.55,0.00000,0.00000,0.00000,0.08333,2,0,9500.00,0.00,,0.00000,12
C10924,2903.779416,1.00000,360.30,112.61,247.69,3501.66,0.41667,0.08333,0.33333,0.50000,10,7,11500.00,3014.04,662.41,0.00000,12
C10925,233.694622,1.00000,1772.55,1352.55,420.00,0.00,1.00000,1.00000,0.75000,0.00000,0,29,1200.00,764.82,227.73,0.08333,12
C10926,150.524920,1.00000,1850.31,1815.31,35.00,0.00,1.00000,1.00000,0.08333,0.00000,0,41,14000.00,1856.82,192.52,0.63636,12
C10927,3066.860810,1.00000,84.65,0.00,84.65,0.00,0.75000,0.00000,0.75000,0.00000,0,9,8000.00,922.96,711.60,0.00000,12
C10928,11.357740,0.55556,223.50,175.50,48.00,0.00,0.33333,0.22222,0.11111,0.00000,0,4,17500.00,192.81,95.23,0.00000,9
C10929,6366.085376,0.81818,407.86,307.80,100.06,14827.31,0.08333,0.08333,0.08333,0.16667,2,5,12500.00,5722.55,1746.97,0.00000,12
C10930,53.339006,1.00000,315.48,0.00,315.48,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1000.00,193.70,162.73,0.00000,12
C10931,1917.203534,1.00000,0.00,0.00,0.00,84.44,0.00000,0.00000,0.00000,0.08333,1,0,2000.00,468.62,899.05,0.00000,12
C10932,361.588846,1.00000,312.69,312.69,0.00,370.51,0.25000,0.25000,0.00000,0.16667,2,5,7500.00,867.63,167.47,0.00000,12
C10933,5878.663267,1.00000,1230.08,1000.00,230.08,4665.56,1.00000,0.08333,1.00000,0.66667,24,13,6500.00,2535.48,2434.44,0.00000,12
C10934,7143.680599,1.00000,0.00,0.00,0.00,2999.90,0.00000,0.00000,0.00000,0.25000,3,0,13000.00,8733.20,1927.89,0.00000,12
C10935,559.944819,0.81818,0.00,0.00,0.00,1379.59,0.00000,0.00000,0.00000,0.16667,3,0,3000.00,1964.83,242.68,0.14286,12
C10936,79.625341,1.00000,701.44,701.44,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,13,6000.00,0.00,,0.00000,12
C10937,1701.203320,1.00000,302.00,0.00,302.00,796.57,0.50000,0.00000,0.41667,0.08333,1,6,2000.00,784.87,567.76,0.00000,12
C10939,993.662006,1.00000,348.88,348.88,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,4,1200.00,335.62,255.44,0.00000,12
C10940,939.152528,1.00000,3393.25,3364.59,77.66,0.00,0.25000,0.25000,0.08333,0.00000,0,5,9000.00,2768.82,267.09,0.00000,12
C10941,7427.807223,1.00000,205.89,110.00,95.89,3697.22,0.41667,0.08333,0.41667,0.66667,11,12,9500.00,2404.23,2364.11,0.00000,12
C10942,2746.923673,1.00000,0.00,0.00,0.00,4289.51,0.00000,0.00000,0.00000,0.33333,11,0,6500.00,2017.19,622.50,0.00000,12
C10943,24.820164,0.72727,209.00,0.00,209.00,0.00,0.50000,0.00000,0.33333,0.00000,0,6,1500.00,278.26,153.05,0.75000,12
C10944,31.702357,0.18182,1051.52,732.20,319.32,0.00,1.00000,0.08333,1.00000,0.00000,0,16,4600.00,5384.41,13.55,0.00000,12
C10945,1023.323593,1.00000,253.37,196.37,57.00,0.00,0.91667,0.50000,0.50000,0.00000,0,16,1200.00,463.96,250.19,0.00000,12
C10946,2.957267,0.27273,202.72,0.00,202.72,0.00,0.83333,0.00000,0.83333,0.00000,0,10,4500.00,31.60,53.01,0.00000,12
C10947,1068.434064,1.00000,27.00,0.00,27.00,0.00,0.08333,0.00000,0.08333,0.00000,0,1,1200.00,219.69,310.33,0.00000,12
C10949,6725.109914,1.00000,6335.65,912.12,5423.53,0.00,1.00000,0.58333,1.00000,0.00000,0,108,11000.00,3203.88,2658.78,0.00000,12
C10950,515.135703,1.00000,2457.48,1272.50,1184.98,0.00,1.00000,0.58333,1.00000,0.00000,0,69,7000.00,2858.18,177.69,0.25000,12
C10951,0.867528,0.27273,26.62,0.00,26.62,0.00,0.33333,0.00000,0.33333,0.00000,0,4,4500.00,18.34,8.75,0.09091,12
C10952,542.051302,1.00000,4896.90,721.46,4175.44,960.98,1.00000,0.41667,0.91667,0.08333,2,64,2500.00,5338.90,173.18,1.00000,12
C10953,39.798993,0.45455,20.09,20.09,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,5,3200.00,0.00,,0.00000,12
C10954,1894.110230,1.00000,678.00,678.00,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,12,2000.00,992.57,1111.41,0.00000,12
C10955,5980.582470,1.00000,0.00,0.00,0.00,12008.08,0.00000,0.00000,0.00000,0.41667,30,0,11000.00,9736.90,1596.89,0.08333,12
C10956,176.721561,1.00000,1707.26,403.54,1303.72,0.00,0.91667,0.08333,0.83333,0.00000,0,18,3300.00,0.00,,0.00000,12
C10957,4223.832142,1.00000,0.00,0.00,0.00,3305.86,0.00000,0.00000,0.00000,0.50000,18,0,4500.00,0.00,,0.00000,12
C10958,55.741802,0.81818,963.35,300.00,663.35,0.00,0.75000,0.08333,0.58333,0.00000,0,11,14000.00,1062.30,142.61,0.70000,12
C10959,179.290727,1.00000,2540.90,1234.77,1306.13,0.00,0.91667,0.83333,0.91667,0.00000,0,30,5000.00,2478.95,168.75,1.00000,12
C10960,634.825209,1.00000,1478.36,1343.45,134.91,0.00,0.50000,0.41667,0.16667,0.00000,0,12,1200.00,1372.00,336.28,0.00000,12
C10961,6002.618198,1.00000,0.00,0.00,0.00,1163.46,0.00000,0.00000,0.00000,0.50000,10,0,6500.00,1498.95,1838.00,0.00000,12
C10962,1104.960744,1.00000,45.65,45.65,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1200.00,293.89,448.97,0.00000,12
C10963,851.278168,0.72727,0.00,0.00,0.00,2037.04,0.00000,0.00000,0.00000,0.16667,3,0,3000.00,4998.62,282.77,0.11111,12
C10965,914.222213,1.00000,563.39,400.14,163.25,136.50,0.91667,0.50000,0.91667,0.33333,5,40,900.00,0.00,,0.00000,12
C10966,3122.171879,1.00000,974.30,712.30,262.00,189.41,0.75000,0.58333,0.41667,0.41667,5,21,3000.00,1520.76,2019.98,0.00000,12
C10967,645.528692,1.00000,0.00,0.00,0.00,6479.64,0.00000,0.00000,0.00000,0.08333,1,0,10000.00,0.00,,0.00000,12
C10968,1803.898764,1.00000,562.01,63.60,498.41,0.00,1.00000,0.08333,1.00000,0.00000,0,19,1800.00,2010.59,2411.66,0.00000,12
C10969,330.273411,1.00000,53.80,53.80,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,6,2500.00,429.11,171.65,0.00000,12
C10970,1168.040482,0.90909,1113.10,801.19,311.91,0.00,0.83333,0.41667,0.75000,0.00000,0,26,6500.00,4239.68,563.28,0.00000,12
C10971,4593.577983,1.00000,0.00,0.00,0.00,393.74,0.00000,0.00000,0.00000,0.10000,1,0,5250.00,1064.91,1558.02,0.00000,10
C10972,391.179957,0.90909,7363.38,6965.06,398.32,0.00,0.83333,0.66667,0.41667,0.00000,0,42,4500.00,11891.45,889.96,1.00000,12
C10973,12358.321320,1.00000,421.15,0.00,421.15,5690.17,0.58333,0.00000,0.58333,0.58333,11,7,17000.00,4131.50,2959.45,0.00000,12
C10974,95.645669,0.27273,566.43,463.80,102.63,0.00,0.16667,0.16667,0.08333,0.00000,0,3,9000.00,73.90,199.88,0.00000,12
C10975,2072.457624,1.00000,17409.21,11263.17,6146.04,0.00,1.00000,1.00000,1.00000,0.00000,0,175,19500.00,19517.16,517.32,0.33333,12
C10976,3215.307061,1.00000,0.00,0.00,0.00,629.11,0.00000,0.00000,0.00000,0.58333,11,0,3500.00,1333.84,1644.95,0.00000,12
C10977,2437.750644,0.90000,1177.64,1177.64,0.00,2961.28,0.50000,0.50000,0.00000,0.40000,7,29,3000.00,1325.18,1000.84,0.00000,10
C10978,460.432607,1.00000,1009.44,858.48,150.96,0.00,0.91667,0.58333,0.75000,0.00000,0,25,4000.00,1292.40,221.15,0.00000,12
C10979,1895.695148,1.00000,200.00,200.00,0.00,493.28,0.08333,0.08333,0.00000,0.25000,7,3,2000.00,861.66,3302.01,0.00000,12
C10980,51.161976,0.25000,736.72,736.72,0.00,0.00,0.50000,0.50000,0.00000,0.00000,0,5,4500.00,1665.89,54.44,1.00000,8
C10981,40.332553,0.54546,158.37,0.00,158.37,0.00,0.08333,0.00000,0.08333,0.00000,0,1,3000.00,2280.29,72.79,0.00000,12
C10982,1.355556,0.72727,0.01,0.01,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,6500.00,0.00,,0.00000,12
C10983,1462.280124,1.00000,516.00,0.00,516.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,1500.00,752.37,1009.38,0.00000,12
C10984,337.629461,1.00000,251.44,251.44,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,12,6000.00,0.00,,0.00000,12
C10985,1518.813947,1.00000,2110.98,1748.98,362.00,0.00,0.90000,0.50000,0.60000,0.00000,0,20,1700.00,663.89,555.40,0.00000,10
C10986,1538.569369,1.00000,3852.37,2681.99,1170.38,0.00,1.00000,0.75000,0.75000,0.00000,0,35,6000.00,3386.92,393.41,0.27273,12
C10987,1084.291919,1.00000,270.00,270.00,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,3,1200.00,371.17,229.78,0.00000,12
C10988,3908.104980,1.00000,1238.12,1159.30,78.82,1799.32,0.66667,0.58333,0.16667,0.25000,4,13,6000.00,1147.44,870.61,0.00000,12
C10989,16.553858,0.27273,308.16,308.16,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,3,2500.00,291.72,28.24,0.00000,12
C10990,243.010712,0.36364,0.00,0.00,0.00,1222.17,0.00000,0.00000,0.00000,0.16667,3,0,12000.00,196.93,58.78,0.00000,12
C10991,463.071440,1.00000,1817.84,1817.84,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,4,6000.00,0.00,,0.00000,12
C10992,192.037218,0.90909,1000.00,1000.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1500.00,1128.43,157.32,0.09091,12
C10993,1493.440295,1.00000,0.00,0.00,0.00,77.33,0.00000,0.00000,0.00000,0.25000,3,0,1600.00,455.87,430.72,0.00000,12
C10994,853.349280,0.80000,3209.14,2795.14,414.00,898.01,0.70000,0.60000,0.50000,0.20000,3,28,10000.00,2841.83,255.10,0.00000,10
C10995,1295.446588,1.00000,886.37,886.37,0.00,1310.18,0.33333,0.33333,0.00000,0.41667,8,7,1800.00,2966.29,493.35,0.00000,12
C10996,4890.470857,0.90909,0.00,0.00,0.00,9009.16,0.00000,0.00000,0.00000,0.45455,5,0,7500.00,7296.48,1278.06,0.00000,11
C10997,1905.101343,1.00000,455.72,0.00,455.72,0.00,1.00000,0.00000,1.00000,0.00000,0,22,3000.00,576.31,701.95,0.00000,12
C10998,69.016286,0.90909,749.90,0.00,749.90,0.00,0.90909,0.00000,0.81818,0.00000,0,10,1500.00,701.39,152.19,0.77778,11
C10999,2872.838687,1.00000,555.00,0.00,555.00,0.00,0.66667,0.00000,0.58333,0.00000,0,12,3000.00,1397.03,1680.54,0.00000,12
C11000,2437.739510,1.00000,1093.93,695.29,398.64,822.70,1.00000,0.25000,1.00000,0.16667,4,15,2900.00,556.21,1049.42,0.00000,12
C11001,160.816558,1.00000,1755.76,1755.76,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,20,2500.00,1633.05,194.34,0.91667,12
C11002,2802.369018,1.00000,829.15,0.00,829.15,476.33,0.41667,0.00000,0.33333,0.08333,1,5,3000.00,1393.56,634.20,0.00000,12
C11003,4618.091584,1.00000,541.68,541.68,0.00,3580.75,0.16667,0.16667,0.00000,0.16667,2,2,8500.00,0.00,,0.00000,12
C11004,3108.393701,0.90000,26582.34,15158.90,11423.44,0.00,0.90000,0.80000,0.80000,0.00000,0,55,28000.00,26557.10,586.03,0.87500,10
C11005,3946.421177,1.00000,1508.54,1508.54,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,16,8500.00,0.00,,0.00000,12
C11006,560.414016,1.00000,99.00,99.00,0.00,909.11,0.08333,0.08333,0.00000,0.25000,3,1,1000.00,407.82,141.94,0.00000,12
C11007,2001.030926,1.00000,1534.98,1424.58,110.40,1407.20,1.00000,0.75000,0.33333,0.66667,17,32,4000.00,867.88,1313.88,0.00000,12
C11008,1216.893766,1.00000,76.30,76.30,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,3,1200.00,533.09,7781.67,0.00000,12
C11009,343.966223,1.00000,3927.12,0.00,3927.12,0.00,1.00000,0.00000,1.00000,0.00000,0,34,5500.00,3626.98,198.45,0.33333,12
C11010,887.679317,1.00000,1486.31,179.75,1306.56,0.00,1.00000,0.83333,0.91667,0.00000,0,39,1800.00,0.00,,0.00000,12
C11011,5573.146558,1.00000,435.14,435.14,0.00,3935.73,1.00000,1.00000,0.00000,0.33333,7,14,7000.00,1587.91,1390.11,0.00000,12
C11012,31.490163,0.63636,280.35,280.35,0.00,900.55,0.16667,0.16667,0.00000,0.16667,2,3,4000.00,0.00,,0.00000,12
C11013,1464.191480,1.00000,367.94,246.20,121.74,0.00,0.58333,0.25000,0.41667,0.00000,0,9,1500.00,719.95,1546.61,0.00000,12
C11014,114.388330,1.00000,182.00,0.00,182.00,0.00,0.33333,0.00000,0.33333,0.00000,0,4,1500.00,169.71,168.97,0.08333,12
C11015,1355.312146,0.81818,1682.06,1383.74,298.32,0.00,1.00000,0.25000,1.00000,0.00000,0,15,13000.00,6965.35,487.62,0.00000,12
C11016,357.627180,1.00000,3070.45,1864.11,1206.34,0.00,0.91667,0.91667,0.41667,0.00000,0,20,18500.00,4023.11,169.76,1.00000,12
C11017,1368.288512,1.00000,34.00,0.00,34.00,135.18,0.08333,0.00000,0.08333,0.25000,3,1,1600.00,1913.74,530.35,0.00000,12
C11018,2870.082190,0.90909,490.21,490.21,0.00,10735.10,0.27273,0.27273,0.00000,0.63636,29,3,6000.00,5956.13,991.47,0.00000,11
C11019,2797.233197,1.00000,2197.21,1101.76,1095.45,1824.82,1.00000,0.25000,1.00000,0.08333,2,31,4000.00,0.00,,0.00000,12
C11020,1055.532070,1.00000,170.00,0.00,170.00,0.00,0.25000,0.00000,0.16667,0.00000,0,3,1200.00,229.30,299.35,0.00000,12
C11021,3421.547800,1.00000,36.00,0.00,36.00,19.04,0.08333,0.00000,0.08333,0.08333,1,1,3500.00,404.99,10849.44,0.00000,12
C11022,165.700863,1.00000,1806.97,132.81,1674.16,0.00,1.00000,0.25000,1.00000,0.00000,0,28,3500.00,1595.48,163.31,1.00000,12
C11023,5317.783607,1.00000,0.00,0.00,0.00,5833.70,0.00000,0.00000,0.00000,0.41667,8,0,6500.00,3154.86,1369.78,0.00000,12
C11024,1532.278572,1.00000,2612.10,1375.50,1236.60,0.00,0.91667,0.91667,0.75000,0.00000,0,135,6500.00,1348.32,433.62,0.00000,12
C11025,1506.516549,1.00000,1188.78,179.56,1009.22,65.10,1.00000,0.33333,1.00000,0.08333,2,91,6500.00,2813.17,369.90,0.16667,12
C11026,195.804466,0.90909,0.00,0.00,0.00,477.38,0.00000,0.00000,0.00000,0.08333,1,0,1950.00,550.83,140.45,0.10000,12
C11027,2845.160430,0.72727,735.09,652.94,82.15,0.00,0.66667,0.25000,0.33333,0.00000,0,8,10500.00,6006.49,888.90,0.00000,12
C11028,1268.352178,1.00000,1533.28,0.00,1533.28,2294.00,1.00000,0.00000,0.91667,0.33333,8,20,1200.00,3363.28,2639.29,0.00000,12
C11029,1250.394614,0.90909,443.99,443.99,0.00,0.00,0.27273,0.27273,0.00000,0.00000,0,3,3500.00,273.82,259.72,0.00000,11
C11030,9.503968,1.00000,96.62,0.00,96.62,0.00,1.00000,0.00000,1.00000,0.00000,0,19,4500.00,1086.93,92.22,0.25000,12
C11031,2285.068731,1.00000,0.00,0.00,0.00,1173.31,0.00000,0.00000,0.00000,0.16667,5,0,2500.00,381.67,1003.27,0.00000,12
C11032,2928.756699,1.00000,160.92,0.00,160.92,319.93,1.00000,0.00000,1.00000,0.33333,5,12,3000.00,1142.85,1098.48,0.00000,12
C11033,1460.178578,1.00000,937.96,100.00,837.96,0.00,1.00000,0.08333,1.00000,0.00000,0,40,1500.00,1186.86,1320.86,0.00000,12
C11034,2022.469335,1.00000,22.50,0.00,22.50,0.00,0.41667,0.00000,0.41667,0.00000,0,5,10000.00,2062.50,435.66,0.00000,12
C11035,1651.127455,1.00000,720.18,478.53,241.65,0.00,0.58333,0.16667,0.33333,0.00000,0,7,5000.00,0.00,,0.00000,12
C11036,76.483078,0.72727,69.00,69.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,4500.00,462.23,100.02,0.00000,12
C11038,3766.072756,1.00000,64.82,34.96,29.86,298.11,0.25000,0.08333,0.16667,0.16667,4,3,4150.00,1019.85,1260.26,0.00000,12
C11039,1083.076620,1.00000,0.00,0.00,0.00,91.90,0.00000,0.00000,0.00000,0.08333,1,0,1200.00,309.30,476.83,0.00000,12
C11040,250.123525,0.90909,2655.99,2655.99,0.00,0.00,0.91667,0.91667,0.00000,0.00000,0,21,3600.00,3155.89,168.81,0.72727,12
C11041,41.146561,1.00000,825.00,0.00,825.00,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2500.00,887.68,132.02,0.72727,12
C11042,3340.233396,1.00000,1783.57,1400.59,382.98,9569.47,0.83333,0.25000,0.75000,0.83333,29,22,8000.00,6173.82,1030.05,0.00000,12
C11043,97.649883,0.45455,1092.59,673.11,419.48,0.00,1.00000,0.16667,1.00000,0.00000,0,26,18000.00,1399.32,108.41,0.09091,12
C11044,253.143106,0.14286,0.00,0.00,0.00,3351.39,0.00000,0.00000,0.00000,0.14286,3,0,5000.00,0.00,,0.00000,7
C11045,1239.889457,1.00000,3914.15,2643.00,1271.15,0.00,0.58333,0.25000,0.41667,0.00000,0,12,9500.00,3980.11,511.12,0.08333,12
C11046,3846.498183,1.00000,788.54,734.45,54.09,69.89,0.54546,0.36364,0.18182,0.09091,2,8,4200.00,2071.87,1445.43,0.00000,11
C11047,12373.333480,1.00000,830.15,200.00,630.15,10249.92,0.75000,0.16667,0.58333,0.91667,26,14,11000.00,14040.87,12245.93,0.00000,12
C11048,1958.327414,1.00000,0.00,0.00,0.00,39.46,0.00000,0.00000,0.00000,0.08333,1,0,2100.00,404.07,999.05,0.00000,12
C11049,411.727643,0.90909,1037.82,1037.82,0.00,0.00,0.50000,0.50000,0.00000,0.00000,0,12,6500.00,1461.42,214.72,0.10000,12
C11050,1548.767290,1.00000,723.65,723.65,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,24,8500.00,0.00,,0.00000,12
C11051,2128.151695,1.00000,0.00,0.00,0.00,19.35,0.00000,0.00000,0.00000,0.08333,1,0,2100.00,138.91,13266.38,0.00000,12
C11052,1046.785259,0.55556,0.00,0.00,0.00,2908.40,0.00000,0.00000,0.00000,0.33333,13,0,3000.00,87.88,630.68,0.00000,9
C11053,640.595851,1.00000,2496.57,1837.56,659.01,0.00,0.50000,0.33333,0.16667,0.00000,0,14,3000.00,1145.71,201.05,0.00000,12
C11054,270.096134,0.81818,3061.26,1913.26,1148.00,0.00,0.66667,0.33333,0.66667,0.00000,0,20,6000.00,3594.05,152.39,0.45455,12
C11055,1583.622027,1.00000,45.65,45.65,0.00,0.00,0.09091,0.09091,0.00000,0.00000,0,1,1700.00,317.91,481.24,0.00000,11
C11056,380.384776,0.54546,1188.00,1188.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,2,9000.00,2461.32,158.34,0.00000,12
C11057,445.409094,1.00000,307.11,163.29,143.82,0.00,0.83333,0.25000,0.66667,0.00000,0,12,1500.00,467.84,171.37,0.00000,12
C11058,117.949494,1.00000,1368.88,1088.23,280.65,0.00,1.00000,0.16667,1.00000,0.00000,0,15,4500.00,455.53,179.48,1.00000,12
C11059,2608.143732,1.00000,207.68,207.68,0.00,189.87,0.08333,0.08333,0.00000,0.08333,1,1,3000.00,1243.84,638.68,0.00000,12
C11060,48.521324,1.00000,514.97,514.97,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,16,5500.00,380.61,208.57,0.25000,12
C11061,1076.571029,1.00000,45.65,45.65,0.00,48.73,0.08333,0.08333,0.00000,0.08333,1,1,1200.00,299.79,374.38,0.00000,12
C11062,2294.145941,1.00000,29.29,0.00,29.29,137.26,0.08333,0.00000,0.08333,0.08333,2,1,2100.00,149.36,17693.08,0.00000,12
C11063,25.570988,0.45455,45.65,45.65,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1500.00,491.46,117.81,0.00000,12
C11064,5049.442457,1.00000,0.00,0.00,0.00,3631.84,0.00000,0.00000,0.00000,0.33333,5,0,8500.00,8574.54,1473.84,0.00000,12
C11065,5516.201451,1.00000,0.00,0.00,0.00,2941.90,0.00000,0.00000,0.00000,0.33333,11,0,6000.00,1443.43,1406.91,0.00000,12
C11066,300.782119,0.90909,2590.95,2330.95,260.00,0.00,0.75000,0.66667,0.25000,0.00000,0,18,10000.00,3286.58,168.32,0.87500,12
C11067,1133.090254,1.00000,85.92,0.00,85.92,551.08,0.58333,0.00000,0.58333,1.00000,13,7,1200.00,0.00,,0.00000,12
C11068,5842.231445,1.00000,452.59,241.53,211.06,786.62,0.91667,0.41667,0.91667,0.25000,5,22,7500.00,4431.49,2071.43,0.00000,12
C11069,7.980453,0.27273,0.00,0.00,0.00,95.84,0.00000,0.00000,0.00000,0.08333,1,0,9500.00,198.01,165.09,0.00000,12
C11070,4677.242936,1.00000,125.00,0.00,125.00,2406.23,0.58333,0.00000,0.50000,0.50000,6,10,5000.00,1087.87,1092.74,0.00000,12
C11071,1095.275960,1.00000,119.00,119.00,0.00,54.74,0.08333,0.08333,0.00000,0.25000,3,1,1200.00,365.05,540.66,0.00000,12
C11072,6432.685892,1.00000,0.00,0.00,0.00,3249.06,0.00000,0.00000,0.00000,0.50000,16,0,7000.00,1549.92,2295.22,0.00000,12
C11073,328.242971,1.00000,1555.66,1023.90,531.76,0.00,1.00000,0.25000,1.00000,0.00000,0,26,3500.00,1052.28,206.42,0.00000,12
C11074,448.788728,1.00000,32.38,32.38,0.00,545.64,0.08333,0.08333,0.00000,0.08333,2,1,5000.00,0.00,,0.00000,12
C11075,209.178326,0.50000,34.00,19.00,15.00,0.00,0.50000,0.16667,0.16667,0.00000,0,3,6000.00,635.91,81.20,0.00000,6
C11076,1463.302373,0.27273,0.00,0.00,0.00,586.03,0.00000,0.00000,0.00000,0.08333,1,0,17000.00,17194.63,968.60,0.25000,12
C11077,7024.269179,1.00000,130.40,0.00,130.40,1916.53,0.33333,0.00000,0.25000,0.08333,1,4,10200.00,0.00,,0.00000,12
C11078,68.690623,1.00000,734.37,59.00,675.37,0.00,1.00000,0.08333,1.00000,0.00000,0,30,10500.00,837.52,178.75,0.75000,12
C11079,1268.144319,1.00000,0.00,0.00,0.00,1331.17,0.00000,0.00000,0.00000,0.42857,5,0,1500.00,499.96,206.74,0.00000,7
C11080,28.329892,1.00000,292.59,292.59,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,12,5000.00,0.00,,0.00000,12
C11081,140.349336,0.36364,1042.52,1042.52,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,6000.00,3212.65,260.07,0.50000,12
C11082,1838.106824,1.00000,2682.25,2632.40,49.85,188.37,1.00000,1.00000,0.08333,0.08333,1,16,4500.00,1891.06,429.70,0.00000,12
C11083,1688.534078,1.00000,280.00,280.00,0.00,49.12,0.16667,0.16667,0.00000,0.08333,1,3,1800.00,547.98,664.59,0.00000,12
C11084,1048.067171,1.00000,0.00,0.00,0.00,158.35,0.00000,0.00000,0.00000,0.25000,3,0,1200.00,369.90,281.09,0.00000,12
C11085,4862.641586,1.00000,1302.37,1302.37,0.00,1279.63,0.50000,0.50000,0.00000,0.25000,3,9,6000.00,1723.43,1836.60,0.00000,12
